id,Calories
750000,27.22661
750001,106.88555
750002,87.96511
750003,125.92617
750004,75.74451
750005,21.456526
750006,49.25653
750007,7.1428933
750008,10.018881
750009,205.27957
750010,76.820564
750011,215.10732
750012,71.53377
750013,252.33055
750014,86.87993
750015,138.44641
750016,66.53347
750017,160.39203
750018,125.828445
750019,188.27927
750020,86.222626
750021,62.095356
750022,78.175064
750023,5.710516
750024,34.418
750025,152.3556
750026,75.48515
750027,155.25137
750028,83.37226
750029,17.065865
750030,86.98176
750031,21.679693
750032,32.414474
750033,12.067081
750034,95.94706
750035,104.94283
750036,49.77207
750037,42.92662
750038,154.80273
750039,132.02539
750040,103.38705
750041,37.553356
750042,83.44531
750043,89.62027
750044,187.87653
750045,101.38666
750046,215.25334
750047,16.564404
750048,28.745203
750049,141.41493
750050,205.43275
750051,158.01967
750052,24.325766
750053,44.469757
750054,69.04367
750055,80.26109
750056,119.203476
750057,221.75887
750058,133.74506
750059,173.04431
750060,111.902855
750061,122.1659
750062,115.986465
750063,29.601223
750064,123.064644
750065,10.097992
750066,32.14323
750067,160.97601
750068,7.303139
750069,160.8811
750070,97.784935
750071,185.65167
750072,141.08664
750073,31.02361
750074,148.48743
750075,143.69046
750076,82.309715
750077,7.175485
750078,133.95763
750079,155.53464
750080,68.29526
750081,164.44527
750082,14.671978
750083,85.81899
750084,144.21844
750085,45.320896
750086,9.223331
750087,43.80682
750088,25.941147
750089,92.83758
750090,21.879417
750091,131.4093
750092,53.79993
750093,70.087036
750094,11.542399
750095,15.543816
750096,25.694073
750097,33.221687
750098,203.5247
750099,33.204147
750100,22.031061
750101,134.4607
750102,80.48882
750103,61.06618
750104,54.418156
750105,6.9250693
750106,30.534737
750107,139.65184
750108,2.3308494
750109,42.066803
750110,82.85327
750111,34.828743
750112,35.714275
750113,86.469345
750114,165.78833
750115,70.88169
750116,59.88775
750117,129.35011
750118,132.06248
750119,9.462145
750120,136.91623
750121,120.26613
750122,247.5206
750123,69.72912
750124,15.063129
750125,147.55537
750126,104.39585
750127,107.672714
750128,113.08466
750129,34.434666
750130,121.361435
750131,191.3103
750132,161.36647
750133,113.402756
750134,70.24743
750135,103.82593
750136,16.707314
750137,121.55463
750138,52.01718
750139,71.83794
750140,18.324966
750141,16.234327
750142,67.304184
750143,8.792136
750144,81.314156
750145,33.232544
750146,7.6988897
750147,5.126628
750148,68.476715
750149,77.06552
750150,6.168677
750151,70.01371
750152,10.368768
750153,56.703327
750154,157.63872
750155,28.613659
750156,146.56445
750157,71.369225
750158,47.095535
750159,23.996134
750160,23.272354
750161,28.541782
750162,115.08296
750163,73.25972
750164,75.06712
750165,111.60695
750166,38.450035
750167,236.51314
750168,29.11898
750169,53.60403
750170,39.604855
750171,131.6171
750172,131.94284
750173,34.179863
750174,49.850605
750175,121.74117
750176,152.10486
750177,56.528057
750178,57.792614
750179,188.08253
750180,31.700817
750181,45.198803
750182,69.84918
750183,120.833405
750184,68.305565
750185,80.78658
750186,157.5884
750187,17.123962
750188,23.632788
750189,140.33893
750190,56.1163
750191,72.04366
750192,112.33069
750193,57.14614
750194,116.29334
750195,149.545
750196,80.70326
750197,54.297398
750198,144.06001
750199,25.429926
750200,79.915115
750201,246.58714
750202,32.582256
750203,262.86215
750204,20.74474
750205,210.04996
750206,93.981735
750207,58.501953
750208,13.932177
750209,79.26157
750210,202.38911
750211,65.920555
750212,22.037943
750213,17.473595
750214,92.78817
750215,29.81853
750216,41.304718
750217,23.037237
750218,141.23933
750219,29.449936
750220,40.97835
750221,70.055916
750222,85.28042
750223,7.0059805
750224,73.73199
750225,118.09813
750226,16.074356
750227,84.14629
750228,27.12972
750229,192.90253
750230,6.7857685
750231,7.2492394
750232,136.891
750233,71.15426
750234,14.291329
750235,153.8665
750236,16.532652
750237,85.25696
750238,59.25683
750239,114.239716
750240,7.7324786
750241,32.18801
750242,25.414621
750243,20.79602
750244,157.73557
750245,97.33018
750246,85.37204
750247,43.13847
750248,50.278324
750249,90.55317
750250,42.579742
750251,103.03177
750252,163.3927
750253,10.60568
750254,19.564112
750255,15.334671
750256,118.2229
750257,133.78696
750258,32.0803
750259,206.6345
750260,145.31027
750261,37.760517
750262,17.337286
750263,39.95289
750264,190.38344
750265,47.63918
750266,27.47543
750267,9.149917
750268,84.33233
750269,11.290438
750270,131.10794
750271,56.837986
750272,21.718313
750273,197.94264
750274,154.43771
750275,242.61179
750276,23.505386
750277,177.6858
750278,63.811108
750279,90.810814
750280,86.58924
750281,34.904808
750282,94.09405
750283,99.73665
750284,53.74083
750285,55.09211
750286,89.26212
750287,101.57779
750288,10.629506
750289,150.90192
750290,35.24481
750291,90.62391
750292,68.93132
750293,47.334637
750294,176.55605
750295,63.880554
750296,241.12337
750297,102.45318
750298,74.71134
750299,85.49699
750300,121.196915
750301,125.81139
750302,136.79741
750303,26.52089
750304,127.73779
750305,125.3207
750306,45.028954
750307,96.648285
750308,231.04858
750309,49.672543
750310,153.24658
750311,14.1554365
